state,region,soil_type,rainfall_mm,season,area_ha,crop_name,predicted_yield_kg_per_ha
Sikkim,Northeast,Laterite,776,Kharif,3.82,Millets,1547
Nagaland,Northeast,Red,866,Kharif,0.23,Wheat,2676
Arunachal Pradesh,Northeast,Clay,671,Rabi,2.29,Wheat,3156
Jharkhand,East,Black (Regur),726,Rabi,2.92,Millets,1916
Himachal Pradesh,North,Red,698,Kharif,4.13,Oilseeds,1092
Madhya Pradesh,Central,Alluvial,657,Kharif,1.87,Millets,1634
Manipur,Northeast,Black (Regur),959,Kharif,1.35,Pulses,910
Chhattisgarh,Central,Laterite,608,Rabi,2.7,Vegetables,16185
Arunachal Pradesh,Northeast,Black (Regur),404,Rabi,1.97,Sugarcane,70753
Arunachal Pradesh,Northeast,Loamy,437,Kharif,0.25,Vegetables,16355
Karnataka,South,Sandy,893,Rabi,1.1,Cotton,1969
Nagaland,Northeast,Laterite,788,Rabi,0.96,Millets,1500
Andhra Pradesh,South,Laterite,1308,Kharif,1.5,Wheat,2276
Haryana,North,Clay,370,Kharif,3.24,Potato,20501
Goa,West,Sandy,655,Kharif,0.66,Millets,1239
Maharashtra,West,Laterite,799,Rabi,0.89,Sugarcane,63518
Meghalaya,Northeast,Sandy,752,Kharif,0.46,Wheat,2480
Uttarakhand,North,Black (Regur),596,Kharif,2.51,Rice,3079
Sikkim,Northeast,Red,428,Zaid,1.89,Potato,16115
Goa,West,Sandy,1199,Kharif,0.66,Sugarcane,52939
Rajasthan,West,Sandy,785,Kharif,0.1,Potato,20754
Sikkim,Northeast,Clay,658,Rabi,2.45,Millets,1467
Tamil Nadu,South,Sandy,771,Kharif,0.1,Vegetables,13846
Punjab,North,Alluvial,973,Rabi,1.96,Wheat,3556
Sikkim,Northeast,Clay,876,Rabi,0.62,Maize,3864
Madhya Pradesh,Central,Alluvial,899,Kharif,1.83,Wheat,3196
Kerala,South,Laterite,807,Kharif,0.39,Millets,1438
Gujarat,West,Loamy,953,Kharif,2.18,Sugarcane,78260
Gujarat,West,Loamy,1061,Kharif,1.64,Rice,3306
Maharashtra,West,Red,817,Kharif,0.1,Millets,1504
Gujarat,West,Black (Regur),500,Kharif,3.52,Maize,3384
Manipur,Northeast,Alluvial,1152,Rabi,2.54,Wheat,3285
Haryana,North,Alluvial,1531,Kharif,0.51,Potato,21302
Kerala,South,Red,376,Kharif,0.43,Vegetables,14440
Madhya Pradesh,Central,Alluvial,1701,Rabi,0.16,Millets,1479
Karnataka,South,Clay,1056,Kharif,3.62,Jute,2733
Sikkim,Northeast,Black (Regur),1515,Kharif,0.67,Rice,2747
Assam,Northeast,Sandy,1160,Zaid,0.61,Maize,2452
Arunachal Pradesh,Northeast,Laterite,668,Rabi,1.93,Cotton,1700
Arunachal Pradesh,Northeast,Laterite,1190,Kharif,0.1,Rice,2864
Arunachal Pradesh,Northeast,Laterite,753,Kharif,1.79,Oilseeds,1047
Punjab,North,Laterite,1092,Kharif,1.06,Wheat,2692
Haryana,North,Clay,62,Rabi,0.1,Rice,2837
Haryana,North,Laterite,847,Kharif,2.52,Vegetables,15589
Haryana,North,Black (Regur),986,Kharif,1.83,Potato,26381
Gujarat,West,Red,1105,Rabi,0.49,Potato,26270
Tripura,Northeast,Laterite,848,Kharif,3.35,Sugarcane,56564
Kerala,South,Sandy,1482,Kharif,2.75,Sugarcane,47045
Telangana,South,Loamy,1420,Rabi,4.08,Oilseeds,1321
Manipur,Northeast,Clay,848,Kharif,2.66,Wheat,2681
West Bengal,East,Clay,699,Kharif,1.79,Pulses,801
Maharashtra,West,Alluvial,860,Kharif,1.73,Vegetables,19420
Karnataka,South,Clay,914,Rabi,1.78,Vegetables,18236
Maharashtra,West,Clay,1130,Kharif,2.25,Millets,1508
Nagaland,Northeast,Sandy,851,Rabi,4.54,Oilseeds,1235
Haryana,North,Clay,731,Rabi,5.85,Sugarcane,72009
Odisha,East,Red,898,Kharif,3.25,Vegetables,14403
Jharkhand,East,Red,847,Rabi,1.58,Rice,3269
Kerala,South,Laterite,792,Kharif,1.27,Vegetables,15275
Assam,Northeast,Clay,1006,Kharif,1.04,Millets,1472
West Bengal,East,Alluvial,1043,Rabi,2.81,Oilseeds,1548
Arunachal Pradesh,Northeast,Loamy,953,Zaid,1.47,Jute,2469
Arunachal Pradesh,Northeast,Alluvial,991,Kharif,1.81,Cotton,2229
Kerala,South,Alluvial,1018,Rabi,1.03,Jute,3114
Kerala,South,Loamy,1134,Kharif,1.15,Rice,3170
Arunachal Pradesh,Northeast,Sandy,477,Kharif,0.12,Sugarcane,54752
Telangana,South,Red,612,Zaid,2.59,Millets,1273
Madhya Pradesh,Central,Alluvial,1286,Zaid,1.43,Vegetables,17065
Telangana,South,Clay,1022,Rabi,0.1,Millets,1740
Manipur,Northeast,Sandy,908,Kharif,2.39,Jute,2026
Karnataka,South,Laterite,1197,Kharif,1.18,Wheat,2567
Mizoram,Northeast,Black (Regur),603,Rabi,1.89,Vegetables,18707
Chhattisgarh,Central,Black (Regur),693,Rabi,0.1,Potato,23374
Bihar,East,Laterite,552,Rabi,0.1,Maize,3236
Andhra Pradesh,South,Clay,1347,Rabi,0.66,Maize,3402
Uttarakhand,North,Alluvial,1350,Kharif,0.1,Pulses,865
Madhya Pradesh,Central,Red,1412,Kharif,0.1,Vegetables,13977
Bihar,East,Loamy,1527,Zaid,0.68,Millets,1299
Uttarakhand,North,Loamy,1107,Kharif,3.37,Sugarcane,67574
Andhra Pradesh,South,Loamy,819,Kharif,2.18,Vegetables,17343
Tripura,Northeast,Red,536,Kharif,1.34,Sugarcane,62699
Maharashtra,West,Clay,1242,Kharif,3.22,Cotton,2070
Himachal Pradesh,North,Alluvial,1025,Kharif,2.35,Oilseeds,1369
Goa,West,Sandy,1295,Rabi,0.69,Maize,2887
Nagaland,Northeast,Alluvial,1511,Rabi,2.12,Sugarcane,75017
Andhra Pradesh,South,Red,1264,Kharif,0.94,Oilseeds,1202
Uttarakhand,North,Loamy,1082,Rabi,0.42,Pulses,1121
Assam,Northeast,Loamy,1430,Rabi,1.07,Cotton,2235
Karnataka,South,Black (Regur),381,Rabi,1.33,Jute,2840
Arunachal Pradesh,Northeast,Clay,1040,Kharif,2.93,Millets,1428
Rajasthan,West,Sandy,1320,Kharif,0.87,Potato,16729
Meghalaya,Northeast,Red,814,Kharif,1.11,Sugarcane,69468
Telangana,South,Black (Regur),948,Rabi,2.23,Pulses,1132
Punjab,North,Loamy,168,Kharif,0.93,Potato,20303
Jharkhand,East,Loamy,685,Kharif,2.57,Wheat,2711
Tripura,Northeast,Black (Regur),822,Kharif,0.99,Oilseeds,1443
Sikkim,Northeast,Loamy,1324,Kharif,0.1,Oilseeds,1189
Sikkim,Northeast,Sandy,1082,Kharif,0.51,Sugarcane,61166
Himachal Pradesh,North,Clay,367,Kharif,3.07,Potato,20839
Haryana,North,Red,1009,Kharif,3.91,Sugarcane,61027
Rajasthan,West,Sandy,852,Kharif,1.35,Rice,2839
Assam,Northeast,Red,486,Rabi,0.93,Sugarcane,60792
Nagaland,Northeast,Sandy,850,Kharif,0.53,Maize,3090
Karnataka,South,Laterite,958,Zaid,1.55,Sugarcane,50887
Madhya Pradesh,Central,Red,964,Kharif,3.55,Cotton,1808
Telangana,South,Loamy,1155,Kharif,0.1,Wheat,2906
Mizoram,Northeast,Black (Regur),882,Kharif,0.1,Maize,3242
Odisha,East,Sandy,968,Rabi,0.27,Rice,2828
Manipur,Northeast,Loamy,673,Rabi,2.39,Cotton,2467
Nagaland,Northeast,Loamy,901,Kharif,1.72,Oilseeds,1422
Kerala,South,Black (Regur),1198,Kharif,1.31,Cotton,2181
Meghalaya,Northeast,Red,814,Kharif,1.13,Sugarcane,60548
West Bengal,East,Alluvial,647,Kharif,0.59,Vegetables,17591
Arunachal Pradesh,Northeast,Red,941,Rabi,1.22,Vegetables,17902
West Bengal,East,Clay,547,Rabi,1.6,Millets,1484
Manipur,Northeast,Clay,828,Rabi,0.1,Pulses,1080
Madhya Pradesh,Central,Sandy,1061,Rabi,2.61,Wheat,2495
Maharashtra,West,Sandy,897,Kharif,0.1,Pulses,724
Bihar,East,Loamy,623,Kharif,3.76,Vegetables,16909
Chhattisgarh,Central,Clay,819,Rabi,0.1,Potato,25268
Gujarat,West,Loamy,1061,Zaid,1.19,Oilseeds,1104
Maharashtra,West,Alluvial,1076,Kharif,3.21,Sugarcane,74453
Bihar,East,Laterite,492,Kharif,0.1,Jute,2104
Gujarat,West,Clay,862,Kharif,0.36,Pulses,1027
Nagaland,Northeast,Alluvial,1067,Rabi,2.01,Maize,3872
Bihar,East,Loamy,651,Rabi,3.31,Vegetables,18435
Uttar Pradesh,North,Black (Regur),1117,Kharif,1.51,Cotton,2024
Uttar Pradesh,North,Black (Regur),616,Rabi,3.79,Rice,3052
Uttar Pradesh,North,Red,913,Kharif,0.61,Pulses,875
Madhya Pradesh,Central,Clay,289,Kharif,1.02,Cotton,1745
Rajasthan,West,Clay,468,Kharif,2.16,Potato,21674
Nagaland,Northeast,Laterite,676,Kharif,2.5,Millets,1242
Maharashtra,West,Laterite,1114,Kharif,3.3,Rice,2662
Kerala,South,Red,1465,Kharif,0.1,Sugarcane,60260
Punjab,North,Loamy,1345,Kharif,2,Potato,20418
Arunachal Pradesh,Northeast,Clay,496,Rabi,1.8,Oilseeds,1251
Meghalaya,Northeast,Sandy,970,Rabi,1.57,Maize,3270
Goa,West,Black (Regur),1137,Rabi,2.39,Rice,3503
West Bengal,East,Laterite,878,Rabi,0.42,Millets,1667
Karnataka,South,Sandy,866,Rabi,1.65,Millets,1444
Uttarakhand,North,Laterite,415,Rabi,1.48,Wheat,2460
Arunachal Pradesh,Northeast,Sandy,519,Kharif,0.1,Rice,2331
Nagaland,Northeast,Sandy,1493,Rabi,2.93,Wheat,2175
Assam,Northeast,Red,1400,Rabi,1.06,Rice,2662
Kerala,South,Laterite,598,Kharif,0.1,Cotton,1794
Telangana,South,Loamy,829,Kharif,3.02,Pulses,964
Gujarat,West,Red,777,Kharif,1.7,Jute,2431
Kerala,South,Clay,940,Rabi,1.21,Vegetables,18057
Nagaland,Northeast,Black (Regur),1099,Kharif,0.1,Cotton,2135
Mizoram,Northeast,Red,933,Kharif,0.58,Oilseeds,1139
Bihar,East,Black (Regur),652,Kharif,0.9,Pulses,926
Arunachal Pradesh,Northeast,Red,1213,Rabi,1.56,Jute,2547
Bihar,East,Laterite,924,Kharif,1.73,Vegetables,14988
Odisha,East,Black (Regur),895,Rabi,2.66,Jute,2900
Madhya Pradesh,Central,Laterite,1189,Rabi,0.67,Pulses,921
Himachal Pradesh,North,Alluvial,1027,Kharif,2.38,Vegetables,20199
Mizoram,Northeast,Clay,626,Kharif,0.1,Rice,3118
Jharkhand,East,Red,906,Kharif,1.54,Maize,3000
Goa,West,Laterite,456,Rabi,2.25,Maize,3120
West Bengal,East,Laterite,450,Kharif,1.83,Cotton,1851
Sikkim,Northeast,Laterite,1029,Rabi,1.86,Maize,3259
Karnataka,South,Loamy,595,Rabi,0.65,Jute,2702
Telangana,South,Sandy,926,Kharif,2.63,Sugarcane,61762
Punjab,North,Alluvial,1025,Rabi,2.09,Cotton,2440
Assam,Northeast,Black (Regur),731,Kharif,3.17,Oilseeds,1199
Maharashtra,West,Sandy,778,Rabi,1.61,Millets,1541
Rajasthan,West,Alluvial,1146,Kharif,2.53,Millets,1716
Meghalaya,Northeast,Black (Regur),824,Rabi,2.38,Millets,1679
Uttar Pradesh,North,Red,763,Rabi,0.1,Jute,2428
Goa,West,Black (Regur),931,Rabi,1.57,Vegetables,18464
Mizoram,Northeast,Black (Regur),816,Kharif,1.58,Oilseeds,1312
Arunachal Pradesh,Northeast,Red,667,Kharif,0.1,Rice,2730
Goa,West,Black (Regur),634,Kharif,0.28,Jute,2505
Nagaland,Northeast,Alluvial,1017,Kharif,1.98,Oilseeds,1366
Himachal Pradesh,North,Sandy,1160,Kharif,0.1,Sugarcane,58813
Arunachal Pradesh,Northeast,Laterite,810,Rabi,0.1,Wheat,2841
Telangana,South,Loamy,744,Kharif,1.95,Potato,26053
Telangana,South,Black (Regur),1005,Zaid,0.1,Potato,22334
Nagaland,Northeast,Clay,712,Kharif,1.13,Pulses,902
Tamil Nadu,South,Loamy,747,Kharif,1.95,Potato,23813
Maharashtra,West,Loamy,856,Kharif,3.11,Millets,1639
Haryana,North,Laterite,788,Kharif,3.34,Oilseeds,1153
Rajasthan,West,Black (Regur),1172,Zaid,1.59,Jute,2535
Chhattisgarh,Central,Laterite,1043,Kharif,2.55,Pulses,770
West Bengal,East,Black (Regur),784,Rabi,2.18,Sugarcane,76766
Jharkhand,East,Black (Regur),771,Kharif,0.99,Jute,2680
Maharashtra,West,Red,680,Rabi,1.55,Sugarcane,59775
Punjab,North,Black (Regur),1289,Kharif,1.42,Maize,3785
Tripura,Northeast,Black (Regur),774,Rabi,2.17,Vegetables,18545
Tripura,Northeast,Loamy,919,Zaid,0.45,Sugarcane,66770
Haryana,North,Black (Regur),1055,Kharif,1.18,Maize,3457
Andhra Pradesh,South,Black (Regur),844,Rabi,1,Vegetables,19998
Maharashtra,West,Sandy,626,Kharif,0.6,Wheat,2306
Telangana,South,Sandy,592,Kharif,0.93,Wheat,2465
Andhra Pradesh,South,Loamy,704,Kharif,1.44,Maize,3598
Telangana,South,Loamy,789,Zaid,2.4,Rice,2882
Manipur,Northeast,Black (Regur),1133,Zaid,0.1,Sugarcane,66319
Uttar Pradesh,North,Laterite,880,Kharif,1.05,Rice,2938
Maharashtra,West,Clay,1055,Kharif,0.1,Sugarcane,63076
Tripura,Northeast,Loamy,420,Kharif,1.73,Potato,23978
Uttarakhand,North,Red,1279,Kharif,0.76,Oilseeds,1179
Bihar,East,Clay,903,Rabi,0.92,Maize,3597
Sikkim,Northeast,Clay,875,Kharif,2.57,Wheat,2915
Tamil Nadu,South,Red,799,Kharif,0.5,Oilseeds,1244
Odisha,East,Laterite,849,Kharif,2.32,Jute,2296
Tamil Nadu,South,Laterite,740,Rabi,3.29,Millets,1495
Telangana,South,Sandy,581,Kharif,2.64,Rice,2592
Odisha,East,Red,294,Kharif,1.37,Sugarcane,48469
Punjab,North,Loamy,1056,Kharif,0.67,Jute,2655
Meghalaya,Northeast,Black (Regur),940,Kharif,1.38,Wheat,2989
Jharkhand,East,Sandy,1006,Rabi,0.1,Jute,2355
Odisha,East,Clay,1121,Rabi,0.1,Cotton,2421
Kerala,South,Alluvial,661,Zaid,1.46,Sugarcane,65370
Nagaland,Northeast,Alluvial,677,Kharif,1.37,Maize,3470
Rajasthan,West,Loamy,1298,Kharif,1.91,Sugarcane,70429
Telangana,South,Alluvial,1071,Zaid,2.25,Cotton,1965
Odisha,East,Alluvial,951,Kharif,0.47,Millets,1584
Meghalaya,Northeast,Laterite,557,Kharif,0.64,Potato,19070
Odisha,East,Loamy,933,Rabi,0.72,Millets,1913
Manipur,Northeast,Black (Regur),713,Rabi,1.53,Sugarcane,78565
Jharkhand,East,Clay,655,Kharif,3.02,Sugarcane,59388
Manipur,Northeast,Laterite,557,Kharif,4.45,Oilseeds,1025
Goa,West,Red,1077,Kharif,0.66,Millets,1507
Goa,West,Laterite,636,Kharif,1.49,Sugarcane,55262
Sikkim,Northeast,Sandy,812,Rabi,2.2,Pulses,934
West Bengal,East,Red,1333,Zaid,1.29,Pulses,731
Himachal Pradesh,North,Clay,723,Rabi,2.24,Jute,2954
Karnataka,South,Black (Regur),1611,Rabi,1.6,Rice,3410
Kerala,South,Black (Regur),1364,Rabi,1.73,Cotton,2146
Himachal Pradesh,North,Red,616,Kharif,2.53,Cotton,1912
Punjab,North,Alluvial,1156,Kharif,3.13,Vegetables,18368
Arunachal Pradesh,Northeast,Loamy,822,Kharif,3.11,Pulses,930
Arunachal Pradesh,Northeast,Red,827,Kharif,2.82,Wheat,2694
Tripura,Northeast,Clay,839,Kharif,2.26,Wheat,2903
Karnataka,South,Red,1088,Rabi,0.1,Maize,3702
Assam,Northeast,Loamy,1293,Kharif,0.1,Oilseeds,1428
Gujarat,West,Black (Regur),1152,Kharif,4.54,Potato,23068
Telangana,South,Loamy,624,Kharif,2.34,Rice,3282
Arunachal Pradesh,Northeast,Alluvial,1660,Rabi,1.42,Jute,2765
Meghalaya,Northeast,Alluvial,155,Rabi,0.21,Wheat,2727
Uttar Pradesh,North,Sandy,172,Zaid,0.1,Wheat,1805
Maharashtra,West,Loamy,808,Kharif,2.16,Vegetables,17562
Mizoram,Northeast,Black (Regur),696,Rabi,2.08,Vegetables,18708
Andhra Pradesh,South,Laterite,976,Kharif,3.27,Jute,2282
Rajasthan,West,Sandy,1272,Zaid,0.32,Vegetables,11959
Tripura,Northeast,Alluvial,435,Kharif,0.12,Maize,3370
Assam,Northeast,Laterite,953,Rabi,2.18,Potato,21647
Gujarat,West,Black (Regur),964,Kharif,1.41,Cotton,2152
Manipur,Northeast,Clay,952,Kharif,1.01,Maize,3364
Odisha,East,Clay,1359,Kharif,0.78,Jute,2267
Karnataka,South,Alluvial,753,Rabi,2.21,Wheat,3873
Andhra Pradesh,South,Black (Regur),1129,Zaid,2.17,Potato,23298
Maharashtra,West,Laterite,1271,Zaid,2.37,Pulses,823
Andhra Pradesh,South,Loamy,1458,Rabi,2.15,Maize,3465
Chhattisgarh,Central,Black (Regur),1400,Rabi,2.31,Millets,1494
Punjab,North,Laterite,729,Kharif,1.42,Millets,1327
Bihar,East,Laterite,436,Kharif,0.1,Potato,19268
Andhra Pradesh,South,Black (Regur),1360,Kharif,0.1,Rice,2857
Tripura,Northeast,Laterite,776,Kharif,2.19,Pulses,933
Bihar,East,Black (Regur),743,Rabi,1.35,Vegetables,20604
Andhra Pradesh,South,Red,741,Kharif,0.55,Vegetables,16497
Bihar,East,Clay,1153,Rabi,2.53,Maize,3493
Assam,Northeast,Red,1069,Rabi,2.03,Maize,3672
Jharkhand,East,Loamy,15,Rabi,1.12,Potato,21995
Chhattisgarh,Central,Laterite,972,Rabi,1.37,Pulses,960
Uttar Pradesh,North,Laterite,1013,Rabi,0.74,Pulses,902
Odisha,East,Laterite,1060,Rabi,0.1,Oilseeds,1370
Manipur,Northeast,Alluvial,698,Rabi,0.3,Jute,2669
Goa,West,Black (Regur),769,Rabi,1.65,Jute,3063
Himachal Pradesh,North,Loamy,771,Kharif,1.36,Oilseeds,1450
Bihar,East,Clay,535,Kharif,1.95,Wheat,2908
Mizoram,Northeast,Sandy,1013,Kharif,0.78,Rice,2516
Telangana,South,Laterite,808,Rabi,1.43,Sugarcane,65711
Haryana,North,Laterite,1045,Kharif,1.92,Millets,1519
Haryana,North,Laterite,1202,Kharif,1.15,Cotton,1806
Madhya Pradesh,Central,Black (Regur),740,Rabi,1.63,Potato,24014
Himachal Pradesh,North,Laterite,324,Zaid,0.1,Rice,2426
Chhattisgarh,Central,Clay,1721,Zaid,1.01,Pulses,770
Rajasthan,West,Laterite,1596,Rabi,2.82,Potato,18192
Madhya Pradesh,Central,Loamy,479,Kharif,2.12,Jute,2221
Bihar,East,Clay,466,Rabi,1.82,Potato,24471
Nagaland,Northeast,Alluvial,912,Rabi,0.1,Potato,30463
Arunachal Pradesh,Northeast,Alluvial,737,Rabi,1.83,Oilseeds,1603
Haryana,North,Loamy,668,Rabi,0.84,Millets,1691
Tamil Nadu,South,Loamy,972,Kharif,0.1,Potato,26967
Rajasthan,West,Clay,869,Kharif,1.65,Oilseeds,1195
Meghalaya,Northeast,Red,990,Kharif,0.1,Sugarcane,66220
Odisha,East,Loamy,578,Kharif,0.54,Millets,1678
Odisha,East,Laterite,596,Kharif,0.1,Pulses,818
Tamil Nadu,South,Clay,319,Kharif,2.08,Rice,3100
Uttarakhand,North,Black (Regur),1283,Rabi,1.75,Rice,3733
Karnataka,South,Clay,291,Kharif,2.18,Jute,2042
Kerala,South,Red,1217,Kharif,1.89,Millets,1425
Uttar Pradesh,North,Clay,767,Kharif,2.59,Jute,2661
Goa,West,Red,372,Kharif,0.98,Cotton,1738
Jharkhand,East,Loamy,590,Kharif,0.31,Pulses,868
West Bengal,East,Clay,786,Kharif,2.04,Maize,3240
Bihar,East,Sandy,431,Rabi,0.75,Sugarcane,54016
Punjab,North,Alluvial,1280,Rabi,0.6,Potato,25970
Karnataka,South,Black (Regur),1429,Kharif,0.9,Potato,21261
Assam,Northeast,Clay,474,Kharif,0.97,Potato,18920
Haryana,North,Laterite,389,Rabi,2.3,Maize,2716
Haryana,North,Black (Regur),573,Rabi,2.28,Vegetables,16475
Goa,West,Loamy,1142,Rabi,0.82,Potato,28577
Kerala,South,Red,1095,Kharif,1.1,Sugarcane,62984
Tamil Nadu,South,Loamy,747,Kharif,1.35,Sugarcane,76781
Nagaland,Northeast,Sandy,629,Kharif,3.02,Sugarcane,55858
Haryana,North,Alluvial,528,Kharif,2.11,Wheat,3191
Goa,West,Loamy,552,Kharif,3.47,Maize,2996
Kerala,South,Sandy,956,Kharif,1.33,Vegetables,14253
Tamil Nadu,South,Black (Regur),543,Kharif,1.94,Millets,1437
Haryana,North,Black (Regur),460,Kharif,1.05,Jute,2567
Punjab,North,Sandy,1309,Kharif,1.27,Sugarcane,48866
Goa,West,Sandy,1468,Rabi,1.35,Rice,2599
Meghalaya,Northeast,Alluvial,245,Zaid,0.19,Pulses,756
Madhya Pradesh,Central,Red,829,Kharif,2.2,Pulses,965
Meghalaya,Northeast,Laterite,1323,Kharif,1.35,Jute,1925
Bihar,East,Sandy,474,Kharif,0.86,Wheat,2111
Mizoram,Northeast,Red,1219,Kharif,0.63,Wheat,3047
Gujarat,West,Sandy,557,Kharif,3.51,Maize,2635
Odisha,East,Clay,974,Rabi,2.11,Oilseeds,1255
Arunachal Pradesh,Northeast,Clay,991,Zaid,0.53,Potato,19159
Sikkim,Northeast,Alluvial,77,Kharif,0.1,Jute,2296
Sikkim,Northeast,Black (Regur),846,Zaid,1.11,Cotton,1931
Haryana,North,Clay,479,Kharif,3.58,Oilseeds,1210
Sikkim,Northeast,Alluvial,1268,Rabi,2.45,Sugarcane,83622
Tamil Nadu,South,Sandy,867,Rabi,2.13,Cotton,1882
Rajasthan,West,Alluvial,636,Kharif,1.56,Oilseeds,1281
Jharkhand,East,Red,784,Rabi,0.11,Rice,3086
Assam,Northeast,Sandy,588,Kharif,0.1,Sugarcane,47532
Jharkhand,East,Sandy,1178,Kharif,0.1,Sugarcane,58290
Goa,West,Alluvial,1497,Zaid,3.21,Cotton,1857
Assam,Northeast,Sandy,1574,Rabi,1.77,Cotton,1817
Bihar,East,Laterite,1131,Rabi,0.95,Maize,3650
Uttarakhand,North,Black (Regur),1041,Kharif,2.2,Millets,1573
Maharashtra,West,Loamy,1306,Kharif,0.86,Potato,20995
Andhra Pradesh,South,Red,1093,Rabi,3.44,Potato,24622
Rajasthan,West,Clay,789,Kharif,0.77,Millets,1453
Goa,West,Laterite,1144,Kharif,3.21,Millets,1478
Tamil Nadu,South,Red,863,Rabi,3.52,Pulses,1051
Gujarat,West,Black (Regur),819,Kharif,1.46,Oilseeds,1219
Haryana,North,Alluvial,977,Rabi,0.66,Vegetables,19803
Telangana,South,Alluvial,87,Rabi,1.43,Cotton,2023
Arunachal Pradesh,Northeast,Red,899,Rabi,2.25,Oilseeds,1237
Rajasthan,West,Red,965,Kharif,3.17,Jute,2469
Manipur,Northeast,Clay,523,Kharif,1.23,Maize,3068
Karnataka,South,Black (Regur),1376,Kharif,1.71,Jute,2209
Chhattisgarh,Central,Alluvial,392,Kharif,0.66,Vegetables,15448
Haryana,North,Sandy,508,Kharif,0.1,Vegetables,13294
Jharkhand,East,Loamy,672,Kharif,1.55,Millets,1525
Chhattisgarh,Central,Laterite,779,Kharif,0.94,Pulses,935
Goa,West,Clay,1197,Kharif,1.83,Sugarcane,73050
Madhya Pradesh,Central,Laterite,625,Zaid,2.09,Oilseeds,913
Madhya Pradesh,Central,Loamy,865,Kharif,0.7,Cotton,2364
Odisha,East,Loamy,681,Rabi,2.51,Pulses,990
Jharkhand,East,Alluvial,278,Kharif,2.27,Vegetables,13832
Gujarat,West,Laterite,1194,Rabi,1.01,Oilseeds,1128
Gujarat,West,Red,683,Zaid,0.1,Millets,1194
Uttar Pradesh,North,Red,1007,Kharif,1.03,Oilseeds,1153
Tripura,Northeast,Alluvial,929,Rabi,1.01,Rice,4131
West Bengal,East,Red,592,Zaid,3.05,Cotton,1561
Assam,Northeast,Sandy,642,Zaid,1.86,Maize,2227
Bihar,East,Laterite,1384,Kharif,3.28,Pulses,679
Nagaland,Northeast,Red,1574,Rabi,0.1,Millets,1536
Manipur,Northeast,Black (Regur),393,Kharif,1.8,Vegetables,16560
Uttarakhand,North,Sandy,1525,Kharif,0.1,Millets,1162
Karnataka,South,Alluvial,578,Kharif,0.23,Maize,3083
Uttar Pradesh,North,Loamy,724,Kharif,0.1,Wheat,3082
Uttar Pradesh,North,Sandy,1185,Kharif,3.55,Cotton,1789
Mizoram,Northeast,Red,1109,Zaid,1.78,Potato,18814
Maharashtra,West,Clay,754,Rabi,0.59,Rice,3209
Punjab,North,Red,1142,Kharif,0.84,Rice,3109
Himachal Pradesh,North,Clay,1215,Kharif,1.45,Jute,2334
Kerala,South,Black (Regur),1184,Kharif,2.16,Millets,1516
Sikkim,Northeast,Alluvial,1251,Kharif,2.97,Cotton,2113
Kerala,South,Laterite,927,Rabi,1.37,Rice,3266
Karnataka,South,Laterite,1672,Rabi,0.82,Millets,1436
Uttar Pradesh,North,Alluvial,1054,Rabi,3.39,Wheat,3333
Tamil Nadu,South,Clay,1017,Rabi,3.35,Pulses,1002
Mizoram,Northeast,Loamy,748,Zaid,1.03,Potato,23493
Odisha,East,Laterite,1612,Kharif,3.06,Potato,16550
Nagaland,Northeast,Alluvial,1071,Rabi,1.85,Jute,3205
Haryana,North,Sandy,534,Kharif,2.4,Cotton,1591
Uttarakhand,North,Alluvial,1123,Rabi,1.32,Maize,3711
Assam,Northeast,Alluvial,950,Rabi,1.05,Oilseeds,1375
Telangana,South,Clay,607,Zaid,2.89,Millets,1400
Odisha,East,Black (Regur),1007,Kharif,0.43,Potato,25532
Karnataka,South,Laterite,1169,Rabi,1.8,Oilseeds,1342
Karnataka,South,Black (Regur),1165,Kharif,0.72,Maize,3695
Madhya Pradesh,Central,Laterite,454,Rabi,3.14,Maize,2949
Andhra Pradesh,South,Laterite,1097,Kharif,1.22,Rice,2773
Chhattisgarh,Central,Black (Regur),653,Kharif,4.32,Sugarcane,61954
Gujarat,West,Black (Regur),1106,Kharif,0.39,Millets,1508
Bihar,East,Black (Regur),1128,Rabi,2.63,Oilseeds,1543
Maharashtra,West,Loamy,589,Kharif,0.17,Pulses,944
Punjab,North,Loamy,840,Kharif,0.92,Vegetables,19851
Assam,Northeast,Laterite,799,Kharif,2.28,Jute,2328
Meghalaya,Northeast,Sandy,693,Rabi,0.1,Jute,2251
Odisha,East,Sandy,987,Rabi,0.66,Vegetables,15612
Andhra Pradesh,South,Black (Regur),811,Rabi,1.15,Oilseeds,1444
Telangana,South,Clay,959,Kharif,0.1,Jute,2695
Arunachal Pradesh,Northeast,Alluvial,1056,Kharif,0.27,Maize,3905
Karnataka,South,Sandy,972,Kharif,0.78,Vegetables,14580
Jharkhand,East,Laterite,673,Kharif,1.48,Pulses,757
Uttarakhand,North,Laterite,1330,Kharif,1.78,Pulses,667
Manipur,Northeast,Black (Regur),521,Rabi,0.95,Jute,2426
Himachal Pradesh,North,Sandy,981,Kharif,2.04,Rice,2476
West Bengal,East,Laterite,830,Kharif,0.1,Millets,1398
Karnataka,South,Clay,735,Rabi,0.67,Vegetables,16777
Mizoram,Northeast,Laterite,1047,Kharif,1.21,Wheat,2658
Tamil Nadu,South,Red,473,Kharif,2.54,Oilseeds,1061
