state,region,soil_type,rainfall_mm,season,area_ha,crop_name
Chhattisgarh,Central,Loamy,901,Rabi,0.1,Potato
Gujarat,West,Laterite,515,Zaid,1.19,Oilseeds
Maharashtra,West,Alluvial,1822,Kharif,3.21,Sugarcane
Bihar,East,Alluvial,1340,Kharif,0.1,Jute
Gujarat,West,Sandy,571,Kharif,0.36,Pulses
Nagaland,Northeast,Clay,978,Rabi,2.01,Maize
Bihar,East,Alluvial,1144,Rabi,3.31,Vegetables
Uttar Pradesh,North,Black (Regur),1035,Kharif,1.51,Cotton
Uttar Pradesh,North,Clay,1377,Rabi,3.79,Rice
Uttar Pradesh,North,Sandy,498,Kharif,0.61,Pulses
Madhya Pradesh,Central,Black (Regur),755,Kharif,1.02,Cotton
Rajasthan,West,Loamy,666,Kharif,2.16,Potato
Nagaland,Northeast,Red,439,Kharif,2.5,Millets
Maharashtra,West,Clay,1377,Kharif,3.3,Rice
Kerala,South,Alluvial,1752,Kharif,0.1,Sugarcane
Punjab,North,Loamy,705,Kharif,2,Potato
Arunachal Pradesh,Northeast,Laterite,657,Rabi,1.8,Oilseeds
Meghalaya,Northeast,Clay,858,Rabi,1.57,Maize
Goa,West,Clay,1482,Rabi,2.39,Rice
West Bengal,East,Red,642,Rabi,0.42,Millets
Karnataka,South,Red,637,Rabi,1.65,Millets
Uttarakhand,North,Loamy,723,Rabi,1.48,Wheat
Arunachal Pradesh,Northeast,Clay,1329,Kharif,0.1,Rice
Nagaland,Northeast,Loamy,638,Rabi,2.93,Wheat
Assam,Northeast,Clay,1482,Rabi,1.06,Rice
Kerala,South,Black (Regur),840,Kharif,0.1,Cotton
Telangana,South,Sandy,489,Kharif,3.02,Pulses
Gujarat,West,Alluvial,1663,Kharif,1.7,Jute
Kerala,South,Alluvial,983,Rabi,1.21,Vegetables
Nagaland,Northeast,Black (Regur),1070,Kharif,0.1,Cotton
Mizoram,Northeast,Laterite,735,Kharif,0.58,Oilseeds
Bihar,East,Sandy,559,Kharif,0.9,Pulses
Arunachal Pradesh,Northeast,Alluvial,1432,Rabi,1.56,Jute
Bihar,East,Alluvial,942,Kharif,1.73,Vegetables
Odisha,East,Alluvial,1319,Rabi,2.66,Jute
Madhya Pradesh,Central,Sandy,519,Rabi,0.67,Pulses
Himachal Pradesh,North,Alluvial,1115,Kharif,2.38,Vegetables
Mizoram,Northeast,Clay,1547,Kharif,0.1,Rice
Jharkhand,East,Clay,982,Kharif,1.54,Maize
Goa,West,Clay,745,Rabi,2.25,Maize
West Bengal,East,Black (Regur),871,Kharif,1.83,Cotton
Sikkim,Northeast,Clay,945,Rabi,1.86,Maize
Karnataka,South,Alluvial,1789,Rabi,0.65,Jute
Telangana,South,Alluvial,1988,Kharif,2.63,Sugarcane
Punjab,North,Black (Regur),754,Rabi,2.09,Cotton
Assam,Northeast,Laterite,525,Kharif,3.17,Oilseeds
Maharashtra,West,Red,696,Rabi,1.61,Millets
Rajasthan,West,Red,431,Kharif,2.53,Millets
Meghalaya,Northeast,Red,530,Rabi,2.38,Millets
Uttar Pradesh,North,Alluvial,1565,Rabi,0.1,Jute
Goa,West,Alluvial,1049,Rabi,1.57,Vegetables
Mizoram,Northeast,Laterite,692,Kharif,1.58,Oilseeds
Arunachal Pradesh,Northeast,Clay,1475,Kharif,0.1,Rice
Goa,West,Alluvial,1525,Kharif,0.28,Jute
Nagaland,Northeast,Laterite,724,Kharif,1.98,Oilseeds
Himachal Pradesh,North,Alluvial,1890,Kharif,0.1,Sugarcane
Arunachal Pradesh,Northeast,Loamy,690,Rabi,0.1,Wheat
Telangana,South,Loamy,733,Kharif,1.95,Potato
Telangana,South,Loamy,723,Zaid,0.1,Potato
Nagaland,Northeast,Sandy,354,Kharif,1.13,Pulses
Tamil Nadu,South,Loamy,885,Kharif,1.95,Potato
Maharashtra,West,Red,620,Kharif,3.11,Millets
Haryana,North,Laterite,707,Kharif,3.34,Oilseeds
Rajasthan,West,Alluvial,1359,Zaid,1.59,Jute
Chhattisgarh,Central,Sandy,525,Kharif,2.55,Pulses
West Bengal,East,Alluvial,1748,Rabi,2.18,Sugarcane
Jharkhand,East,Alluvial,1341,Kharif,0.99,Jute
Maharashtra,West,Alluvial,1745,Rabi,1.55,Sugarcane
Punjab,North,Clay,821,Kharif,1.42,Maize
Tripura,Northeast,Alluvial,1076,Rabi,2.17,Vegetables
Tripura,Northeast,Alluvial,1530,Zaid,0.45,Sugarcane
Haryana,North,Clay,915,Kharif,1.18,Maize
Andhra Pradesh,South,Alluvial,911,Rabi,1,Vegetables
Maharashtra,West,Loamy,857,Kharif,0.6,Wheat
Telangana,South,Loamy,694,Kharif,0.93,Wheat
Andhra Pradesh,South,Clay,848,Kharif,1.44,Maize
Telangana,South,Clay,1378,Zaid,2.4,Rice
Manipur,Northeast,Alluvial,1572,Zaid,0.1,Sugarcane
Uttar Pradesh,North,Clay,1500,Kharif,1.05,Rice
Maharashtra,West,Alluvial,1932,Kharif,0.1,Sugarcane
Tripura,Northeast,Loamy,930,Kharif,1.73,Potato
Uttarakhand,North,Laterite,587,Kharif,0.76,Oilseeds
Bihar,East,Clay,739,Rabi,0.92,Maize
Sikkim,Northeast,Loamy,801,Kharif,2.57,Wheat
Tamil Nadu,South,Laterite,535,Kharif,0.5,Oilseeds
Odisha,East,Alluvial,1673,Kharif,2.32,Jute
Tamil Nadu,South,Red,511,Rabi,3.29,Millets
Telangana,South,Clay,1264,Kharif,2.64,Rice
Odisha,East,Alluvial,1986,Kharif,1.37,Sugarcane
Punjab,North,Alluvial,1766,Kharif,0.67,Jute
Meghalaya,Northeast,Loamy,741,Kharif,1.38,Wheat
Jharkhand,East,Alluvial,1719,Rabi,0.1,Jute
Odisha,East,Black (Regur),824,Rabi,0.1,Cotton
Kerala,South,Alluvial,1512,Zaid,1.46,Sugarcane
Nagaland,Northeast,Clay,755,Kharif,1.37,Maize
Rajasthan,West,Alluvial,1744,Kharif,1.91,Sugarcane
Telangana,South,Black (Regur),1047,Zaid,2.25,Cotton
Odisha,East,Red,417,Kharif,0.47,Millets
Meghalaya,Northeast,Loamy,660,Kharif,0.64,Potato
Odisha,East,Red,469,Rabi,0.72,Millets
Manipur,Northeast,Alluvial,1736,Rabi,1.53,Sugarcane
Jharkhand,East,Alluvial,1628,Kharif,3.02,Sugarcane
Manipur,Northeast,Laterite,726,Kharif,4.45,Oilseeds
Goa,West,Red,608,Kharif,0.66,Millets
Goa,West,Alluvial,1651,Kharif,1.49,Sugarcane
Sikkim,Northeast,Sandy,434,Rabi,2.2,Pulses
West Bengal,East,Sandy,316,Zaid,1.29,Pulses
Himachal Pradesh,North,Alluvial,1533,Rabi,2.24,Jute
Karnataka,South,Clay,1378,Rabi,1.6,Rice
Kerala,South,Black (Regur),1018,Rabi,1.73,Cotton
Himachal Pradesh,North,Black (Regur),703,Kharif,2.53,Cotton
Punjab,North,Alluvial,1094,Kharif,3.13,Vegetables
Arunachal Pradesh,Northeast,Sandy,557,Kharif,3.11,Pulses
Arunachal Pradesh,Northeast,Loamy,715,Kharif,2.82,Wheat
Tripura,Northeast,Loamy,694,Kharif,2.26,Wheat
Karnataka,South,Clay,813,Rabi,0.1,Maize
Assam,Northeast,Laterite,800,Kharif,0.1,Oilseeds
Gujarat,West,Loamy,961,Kharif,4.54,Potato
Telangana,South,Clay,1362,Kharif,2.34,Rice
Arunachal Pradesh,Northeast,Alluvial,1335,Rabi,1.42,Jute
Meghalaya,Northeast,Loamy,822,Rabi,0.21,Wheat
Uttar Pradesh,North,Loamy,785,Zaid,0.1,Wheat
Maharashtra,West,Alluvial,1109,Kharif,2.16,Vegetables
Mizoram,Northeast,Alluvial,989,Rabi,2.08,Vegetables
Andhra Pradesh,South,Alluvial,1556,Kharif,3.27,Jute
Rajasthan,West,Alluvial,1115,Zaid,0.32,Vegetables
Tripura,Northeast,Clay,793,Kharif,0.12,Maize
Assam,Northeast,Loamy,652,Rabi,2.18,Potato
Gujarat,West,Black (Regur),737,Kharif,1.41,Cotton
Manipur,Northeast,Clay,796,Kharif,1.01,Maize
Odisha,East,Alluvial,1726,Kharif,0.78,Jute
Karnataka,South,Loamy,608,Rabi,2.21,Wheat
Andhra Pradesh,South,Loamy,626,Zaid,2.17,Potato
Maharashtra,West,Sandy,301,Zaid,2.37,Pulses
Andhra Pradesh,South,Clay,810,Rabi,2.15,Maize
Chhattisgarh,Central,Red,687,Rabi,2.31,Millets
Punjab,North,Red,413,Kharif,1.42,Millets
Bihar,East,Loamy,865,Kharif,0.1,Potato
Andhra Pradesh,South,Clay,1597,Kharif,0.1,Rice
Tripura,Northeast,Sandy,504,Kharif,2.19,Pulses
Bihar,East,Alluvial,893,Rabi,1.35,Vegetables
Andhra Pradesh,South,Alluvial,1117,Kharif,0.55,Vegetables
Bihar,East,Clay,885,Rabi,2.53,Maize
Assam,Northeast,Clay,806,Rabi,2.03,Maize
Jharkhand,East,Loamy,820,Rabi,1.12,Potato
Chhattisgarh,Central,Sandy,529,Rabi,1.37,Pulses
Uttar Pradesh,North,Sandy,545,Rabi,0.74,Pulses
Odisha,East,Laterite,558,Rabi,0.1,Oilseeds
Manipur,Northeast,Alluvial,1338,Rabi,0.3,Jute
Goa,West,Alluvial,1753,Rabi,1.65,Jute
Himachal Pradesh,North,Laterite,714,Kharif,1.36,Oilseeds
Bihar,East,Loamy,898,Kharif,1.95,Wheat
Mizoram,Northeast,Clay,1222,Kharif,0.78,Rice
Telangana,South,Alluvial,1531,Rabi,1.43,Sugarcane
Haryana,North,Red,678,Kharif,1.92,Millets
Haryana,North,Black (Regur),1042,Kharif,1.15,Cotton
Madhya Pradesh,Central,Loamy,940,Rabi,1.63,Potato
Himachal Pradesh,North,Clay,1327,Zaid,0.1,Rice
Chhattisgarh,Central,Sandy,339,Zaid,1.01,Pulses
Rajasthan,West,Loamy,896,Rabi,2.82,Potato
Madhya Pradesh,Central,Alluvial,1703,Kharif,2.12,Jute
Bihar,East,Loamy,904,Rabi,1.82,Potato
Nagaland,Northeast,Loamy,819,Rabi,0.1,Potato
Arunachal Pradesh,Northeast,Laterite,599,Rabi,1.83,Oilseeds
Haryana,North,Red,415,Rabi,0.84,Millets
Tamil Nadu,South,Loamy,706,Kharif,0.1,Potato
Rajasthan,West,Laterite,752,Kharif,1.65,Oilseeds
Meghalaya,Northeast,Alluvial,1691,Kharif,0.1,Sugarcane
Odisha,East,Red,462,Kharif,0.54,Millets
Odisha,East,Sandy,542,Kharif,0.1,Pulses
Tamil Nadu,South,Clay,1349,Kharif,2.08,Rice
Uttarakhand,North,Clay,1509,Rabi,1.75,Rice
Karnataka,South,Alluvial,1713,Kharif,2.18,Jute
Kerala,South,Red,644,Kharif,1.89,Millets
Uttar Pradesh,North,Alluvial,1556,Kharif,2.59,Jute
Goa,West,Black (Regur),1095,Kharif,0.98,Cotton
Jharkhand,East,Sandy,306,Kharif,0.31,Pulses
West Bengal,East,Clay,898,Kharif,2.04,Maize
Bihar,East,Alluvial,1532,Rabi,0.75,Sugarcane
Punjab,North,Loamy,800,Rabi,0.6,Potato
Karnataka,South,Loamy,757,Kharif,0.9,Potato
Assam,Northeast,Loamy,601,Kharif,0.97,Potato
Haryana,North,Clay,733,Rabi,2.3,Maize
Haryana,North,Alluvial,1099,Rabi,2.28,Vegetables
Goa,West,Loamy,860,Rabi,0.82,Potato
Kerala,South,Alluvial,1918,Kharif,1.1,Sugarcane
Tamil Nadu,South,Alluvial,1553,Kharif,1.35,Sugarcane
Nagaland,Northeast,Alluvial,1796,Kharif,3.02,Sugarcane
Haryana,North,Loamy,744,Kharif,2.11,Wheat
Goa,West,Clay,870,Kharif,3.47,Maize
Kerala,South,Alluvial,998,Kharif,1.33,Vegetables
Tamil Nadu,South,Red,465,Kharif,1.94,Millets
Haryana,North,Alluvial,1707,Kharif,1.05,Jute
Punjab,North,Alluvial,1877,Kharif,1.27,Sugarcane
Goa,West,Clay,1518,Rabi,1.35,Rice
Meghalaya,Northeast,Sandy,313,Zaid,0.19,Pulses
Madhya Pradesh,Central,Sandy,396,Kharif,2.2,Pulses
Meghalaya,Northeast,Alluvial,1384,Kharif,1.35,Jute
Bihar,East,Loamy,737,Kharif,0.86,Wheat
Mizoram,Northeast,Loamy,793,Kharif,0.63,Wheat
Gujarat,West,Clay,739,Kharif,3.51,Maize
Odisha,East,Laterite,539,Rabi,2.11,Oilseeds
Arunachal Pradesh,Northeast,Loamy,673,Zaid,0.53,Potato
Sikkim,Northeast,Alluvial,1586,Kharif,0.1,Jute
Sikkim,Northeast,Black (Regur),1066,Zaid,1.11,Cotton
Haryana,North,Laterite,758,Kharif,3.58,Oilseeds
Sikkim,Northeast,Alluvial,1856,Rabi,2.45,Sugarcane
Tamil Nadu,South,Black (Regur),1086,Rabi,2.13,Cotton
Rajasthan,West,Laterite,603,Kharif,1.56,Oilseeds
Jharkhand,East,Clay,1281,Rabi,0.11,Rice
Assam,Northeast,Alluvial,1957,Kharif,0.1,Sugarcane
Jharkhand,East,Alluvial,1928,Kharif,0.1,Sugarcane
Goa,West,Black (Regur),934,Zaid,3.21,Cotton
Assam,Northeast,Black (Regur),981,Rabi,1.77,Cotton
Bihar,East,Clay,861,Rabi,0.95,Maize
Uttarakhand,North,Red,517,Kharif,2.2,Millets
Maharashtra,West,Loamy,622,Kharif,0.86,Potato
Andhra Pradesh,South,Loamy,962,Rabi,3.44,Potato
Rajasthan,West,Red,482,Kharif,0.77,Millets
Goa,West,Red,542,Kharif,3.21,Millets
Tamil Nadu,South,Sandy,312,Rabi,3.52,Pulses
Gujarat,West,Laterite,792,Kharif,1.46,Oilseeds
Haryana,North,Alluvial,1036,Rabi,0.66,Vegetables
Telangana,South,Black (Regur),720,Rabi,1.43,Cotton
Arunachal Pradesh,Northeast,Laterite,799,Rabi,2.25,Oilseeds
Rajasthan,West,Alluvial,1382,Kharif,3.17,Jute
Manipur,Northeast,Clay,866,Kharif,1.23,Maize
Karnataka,South,Alluvial,1748,Kharif,1.71,Jute
Chhattisgarh,Central,Alluvial,952,Kharif,0.66,Vegetables
Haryana,North,Alluvial,1141,Kharif,0.1,Vegetables
Jharkhand,East,Red,595,Kharif,1.55,Millets
Chhattisgarh,Central,Sandy,524,Kharif,0.94,Pulses
Goa,West,Alluvial,1708,Kharif,1.83,Sugarcane
Madhya Pradesh,Central,Laterite,580,Zaid,2.09,Oilseeds
Madhya Pradesh,Central,Black (Regur),959,Kharif,0.7,Cotton
Odisha,East,Sandy,450,Rabi,2.51,Pulses
Jharkhand,East,Alluvial,1104,Kharif,2.27,Vegetables
Gujarat,West,Laterite,768,Rabi,1.01,Oilseeds
Gujarat,West,Red,547,Zaid,0.1,Millets
Uttar Pradesh,North,Laterite,722,Kharif,1.03,Oilseeds
Tripura,Northeast,Clay,1513,Rabi,1.01,Rice
West Bengal,East,Black (Regur),1060,Zaid,3.05,Cotton
Assam,Northeast,Clay,964,Zaid,1.86,Maize
Bihar,East,Sandy,590,Kharif,3.28,Pulses
Nagaland,Northeast,Red,596,Rabi,0.1,Millets
Manipur,Northeast,Alluvial,1168,Kharif,1.8,Vegetables
Uttarakhand,North,Red,627,Kharif,0.1,Millets
Karnataka,South,Clay,834,Kharif,0.23,Maize
Uttar Pradesh,North,Loamy,807,Kharif,0.1,Wheat
Uttar Pradesh,North,Black (Regur),878,Kharif,3.55,Cotton
Mizoram,Northeast,Loamy,886,Zaid,1.78,Potato
Maharashtra,West,Clay,1306,Rabi,0.59,Rice
Punjab,North,Clay,1235,Kharif,0.84,Rice
Himachal Pradesh,North,Alluvial,1571,Kharif,1.45,Jute
Kerala,South,Red,622,Kharif,2.16,Millets
Sikkim,Northeast,Black (Regur),943,Kharif,2.97,Cotton
Kerala,South,Clay,1460,Rabi,1.37,Rice
Karnataka,South,Red,654,Rabi,0.82,Millets
Uttar Pradesh,North,Loamy,868,Rabi,3.39,Wheat
Tamil Nadu,South,Sandy,590,Rabi,3.35,Pulses
Mizoram,Northeast,Loamy,838,Zaid,1.03,Potato
Odisha,East,Loamy,892,Kharif,3.06,Potato
Nagaland,Northeast,Alluvial,1442,Rabi,1.85,Jute
Haryana,North,Black (Regur),815,Kharif,2.4,Cotton
Uttarakhand,North,Clay,914,Rabi,1.32,Maize
Assam,Northeast,Laterite,645,Rabi,1.05,Oilseeds
Telangana,South,Red,662,Zaid,2.89,Millets
Odisha,East,Loamy,813,Kharif,0.43,Potato
Karnataka,South,Laterite,568,Rabi,1.8,Oilseeds
Karnataka,South,Clay,735,Kharif,0.72,Maize
Madhya Pradesh,Central,Clay,729,Rabi,3.14,Maize
Andhra Pradesh,South,Clay,1600,Kharif,1.22,Rice
Chhattisgarh,Central,Alluvial,1567,Kharif,4.32,Sugarcane
Gujarat,West,Red,666,Kharif,0.39,Millets
Bihar,East,Laterite,623,Rabi,2.63,Oilseeds
Maharashtra,West,Sandy,594,Kharif,0.17,Pulses
Punjab,North,Alluvial,946,Kharif,0.92,Vegetables
Assam,Northeast,Alluvial,1304,Kharif,2.28,Jute
Meghalaya,Northeast,Alluvial,1655,Rabi,0.1,Jute
Odisha,East,Alluvial,1071,Rabi,0.66,Vegetables
Andhra Pradesh,South,Laterite,615,Rabi,1.15,Oilseeds
Telangana,South,Alluvial,1611,Kharif,0.1,Jute
Arunachal Pradesh,Northeast,Clay,958,Kharif,0.27,Maize
Karnataka,South,Alluvial,893,Kharif,0.78,Vegetables
Jharkhand,East,Sandy,595,Kharif,1.48,Pulses
Uttarakhand,North,Sandy,362,Kharif,1.78,Pulses
Manipur,Northeast,Alluvial,1680,Rabi,0.95,Jute
Himachal Pradesh,North,Clay,1281,Kharif,2.04,Rice
West Bengal,East,Red,495,Kharif,0.1,Millets
Karnataka,South,Alluvial,1013,Rabi,0.67,Vegetables
Mizoram,Northeast,Loamy,642,Kharif,1.21,Wheat
Tamil Nadu,South,Laterite,735,Kharif,2.54,Oilseeds
Arunachal Pradesh,Northeast,Black (Regur),1018,Rabi,1.35,Cotton
Bihar,East,Clay,1221,Kharif,0.29,Rice
Tamil Nadu,South,Clay,980,Rabi,0.58,Maize
Karnataka,South,Red,406,Kharif,0.11,Millets
Maharashtra,West,Alluvial,1631,Kharif,2.88,Jute
Odisha,East,Red,573,Kharif,2.95,Millets
Jharkhand,East,Alluvial,1753,Kharif,3.07,Jute
Himachal Pradesh,North,Alluvial,1632,Kharif,0.45,Sugarcane
Gujarat,West,Alluvial,1017,Kharif,1.17,Vegetables
Jharkhand,East,Red,502,Rabi,1.81,Millets
Uttarakhand,North,Black (Regur),1021,Kharif,0.1,Cotton
Telangana,South,Alluvial,1628,Rabi,2.7,Sugarcane
Uttar Pradesh,North,Clay,1509,Kharif,1.52,Rice
West Bengal,East,Clay,952,Kharif,2.55,Maize
Kerala,South,Red,476,Rabi,2.2,Millets
Tripura,Northeast,Black (Regur),1015,Kharif,0.43,Cotton
Rajasthan,West,Loamy,708,Rabi,1.19,Wheat
Haryana,North,Laterite,711,Rabi,3.35,Oilseeds
Tamil Nadu,South,Laterite,668,Kharif,1.8,Oilseeds
Andhra Pradesh,South,Laterite,706,Zaid,0.18,Oilseeds
Himachal Pradesh,North,Red,631,Kharif,0.1,Millets
Odisha,East,Clay,1410,Kharif,3.82,Rice
Assam,Northeast,Alluvial,1661,Kharif,3.35,Sugarcane
Karnataka,South,Loamy,715,Rabi,3.98,Potato
Sikkim,Northeast,Loamy,606,Kharif,1.38,Potato
Karnataka,South,Clay,1336,Rabi,0.95,Rice
West Bengal,East,Alluvial,1068,Kharif,0.88,Vegetables
Uttarakhand,North,Alluvial,1741,Kharif,1.78,Sugarcane
Mizoram,Northeast,Alluvial,1530,Rabi,2.24,Jute
Karnataka,South,Black (Regur),711,Zaid,1.18,Cotton
Telangana,South,Black (Regur),770,Kharif,0.95,Cotton
Uttar Pradesh,North,Black (Regur),1017,Kharif,2.79,Cotton
Jharkhand,East,Loamy,671,Zaid,1.7,Potato
Goa,West,Alluvial,1507,Kharif,1.12,Jute
Andhra Pradesh,South,Laterite,569,Kharif,3.07,Oilseeds
Odisha,East,Laterite,782,Kharif,2.24,Oilseeds
Madhya Pradesh,Central,Red,591,Rabi,0.73,Millets
Andhra Pradesh,South,Loamy,871,Zaid,1.74,Wheat
Uttarakhand,North,Laterite,776,Kharif,2.89,Oilseeds
Jharkhand,East,Clay,998,Kharif,1.59,Maize
Sikkim,Northeast,Alluvial,1035,Kharif,2.37,Vegetables
Nagaland,Northeast,Laterite,657,Kharif,1.42,Oilseeds
Goa,West,Black (Regur),1092,Kharif,3.39,Cotton
Haryana,North,Loamy,648,Rabi,2.55,Potato
Karnataka,South,Loamy,657,Kharif,2.14,Wheat
Chhattisgarh,Central,Sandy,541,Rabi,1.93,Pulses
Mizoram,Northeast,Alluvial,1722,Kharif,1.66,Sugarcane
Assam,Northeast,Clay,822,Kharif,3.06,Maize
Goa,West,Loamy,918,Kharif,1.47,Potato
Uttar Pradesh,North,Clay,736,Rabi,2.17,Maize
Madhya Pradesh,Central,Alluvial,1635,Kharif,1.35,Sugarcane
Uttar Pradesh,North,Laterite,680,Kharif,3.23,Oilseeds
Bihar,East,Clay,758,Kharif,0.86,Maize
Chhattisgarh,Central,Red,404,Zaid,1.82,Millets
Uttarakhand,North,Alluvial,1561,Kharif,1.97,Jute
Andhra Pradesh,South,Clay,726,Kharif,0.1,Maize
Uttar Pradesh,North,Loamy,763,Rabi,2.85,Potato
Assam,Northeast,Red,474,Rabi,0.1,Millets
Himachal Pradesh,North,Alluvial,841,Zaid,3.42,Vegetables
Jharkhand,East,Alluvial,1771,Kharif,0.17,Sugarcane
Punjab,North,Alluvial,1307,Kharif,2.25,Jute
Punjab,North,Black (Regur),1088,Zaid,0.36,Cotton
Karnataka,South,Red,632,Zaid,2.51,Millets
Himachal Pradesh,North,Loamy,884,Rabi,1.08,Potato
Sikkim,Northeast,Loamy,776,Kharif,1.84,Wheat
Jharkhand,East,Laterite,800,Rabi,3.64,Oilseeds
Madhya Pradesh,Central,Loamy,898,Kharif,2.27,Wheat
Madhya Pradesh,Central,Laterite,544,Kharif,0.65,Oilseeds
Nagaland,Northeast,Red,651,Kharif,4.88,Millets
Punjab,North,Clay,1572,Kharif,2.53,Rice
Assam,Northeast,Sandy,472,Kharif,2.62,Pulses
Sikkim,Northeast,Black (Regur),863,Zaid,0.54,Cotton
Punjab,North,Alluvial,1010,Kharif,1.76,Vegetables
Haryana,North,Loamy,775,Kharif,0.1,Wheat
Punjab,North,Black (Regur),934,Kharif,2.73,Cotton
Goa,West,Alluvial,1048,Kharif,2.53,Vegetables
West Bengal,East,Clay,958,Rabi,2.21,Maize
Madhya Pradesh,Central,Laterite,786,Kharif,3.96,Oilseeds
Mizoram,Northeast,Alluvial,1689,Rabi,0.11,Jute
Assam,Northeast,Alluvial,1310,Kharif,1.98,Jute
Haryana,North,Alluvial,1101,Rabi,1.55,Vegetables
Tamil Nadu,South,Laterite,666,Kharif,2.47,Oilseeds
Manipur,Northeast,Loamy,753,Kharif,4.12,Potato
Goa,West,Sandy,427,Rabi,0.1,Pulses
Tripura,Northeast,Loamy,696,Kharif,1.14,Wheat
Himachal Pradesh,North,Sandy,431,Kharif,0.94,Pulses
Mizoram,Northeast,Clay,858,Kharif,0.1,Maize
Meghalaya,Northeast,Loamy,680,Kharif,1.11,Wheat
Bihar,East,Clay,811,Kharif,1.97,Maize
Goa,West,Alluvial,1571,Kharif,3.68,Sugarcane
Arunachal Pradesh,Northeast,Alluvial,1681,Kharif,3.26,Jute
Himachal Pradesh,North,Clay,1384,Kharif,3.22,Rice
Madhya Pradesh,Central,Alluvial,1593,Rabi,0.42,Sugarcane
Mizoram,Northeast,Sandy,411,Kharif,0.32,Pulses
Mizoram,Northeast,Alluvial,967,Kharif,0.73,Vegetables
Uttarakhand,North,Laterite,669,Kharif,1.75,Oilseeds
Andhra Pradesh,South,Clay,869,Kharif,0.1,Maize
Jharkhand,East,Laterite,617,Zaid,2.71,Oilseeds
Gujarat,West,Loamy,707,Kharif,2.86,Wheat
Arunachal Pradesh,Northeast,Alluvial,1552,Rabi,1.97,Sugarcane
Arunachal Pradesh,Northeast,Alluvial,1994,Kharif,2.4,Sugarcane
Bihar,East,Alluvial,1592,Kharif,1.4,Jute
Madhya Pradesh,Central,Alluvial,1760,Rabi,1.88,Sugarcane
Manipur,Northeast,Alluvial,1063,Kharif,0.1,Vegetables
Chhattisgarh,Central,Clay,989,Rabi,0.1,Maize
Gujarat,West,Clay,794,Kharif,1.55,Maize
Odisha,East,Black (Regur),1031,Kharif,0.1,Cotton
Assam,Northeast,Clay,762,Kharif,2.04,Maize
Meghalaya,Northeast,Laterite,576,Rabi,0.1,Oilseeds
Himachal Pradesh,North,Clay,816,Rabi,0.72,Maize
Uttarakhand,North,Clay,1325,Rabi,0.61,Rice
Himachal Pradesh,North,Alluvial,1002,Zaid,1.48,Vegetables
West Bengal,East,Black (Regur),774,Kharif,0.1,Cotton
Chhattisgarh,Central,Alluvial,1678,Kharif,0.25,Jute
Haryana,North,Sandy,520,Kharif,3.82,Pulses
Maharashtra,West,Laterite,513,Kharif,2.25,Oilseeds
Meghalaya,Northeast,Alluvial,823,Kharif,0.7,Vegetables
Karnataka,South,Clay,1294,Rabi,1.79,Rice
Maharashtra,West,Clay,1454,Rabi,0.1,Rice
Arunachal Pradesh,Northeast,Red,451,Rabi,0.58,Millets
Arunachal Pradesh,Northeast,Alluvial,1168,Kharif,0.1,Vegetables
Gujarat,West,Alluvial,919,Zaid,2.51,Vegetables
Assam,Northeast,Alluvial,1940,Kharif,0.94,Sugarcane
Punjab,North,Laterite,645,Rabi,0.1,Oilseeds
Mizoram,Northeast,Loamy,790,Kharif,0.68,Potato
Gujarat,West,Clay,739,Kharif,2.38,Maize
Manipur,Northeast,Laterite,643,Rabi,0.1,Oilseeds
Bihar,East,Black (Regur),793,Rabi,0.1,Cotton
Rajasthan,West,Loamy,936,Kharif,2.2,Potato
Uttarakhand,North,Alluvial,1763,Rabi,0.5,Jute
Tamil Nadu,South,Clay,776,Rabi,1.36,Maize
Maharashtra,West,Alluvial,966,Kharif,0.91,Vegetables
Himachal Pradesh,North,Alluvial,1619,Kharif,1.57,Jute
Kerala,South,Alluvial,1683,Rabi,1.49,Jute
West Bengal,East,Alluvial,1164,Kharif,1.21,Vegetables
Tripura,Northeast,Laterite,696,Zaid,0.96,Oilseeds
Karnataka,South,Laterite,615,Kharif,0.41,Oilseeds
Punjab,North,Red,419,Rabi,1.82,Millets
Uttarakhand,North,Black (Regur),892,Kharif,1.52,Cotton
Manipur,Northeast,Alluvial,1515,Zaid,0.59,Sugarcane
Andhra Pradesh,South,Red,675,Rabi,0.1,Millets
Odisha,East,Sandy,331,Rabi,0.1,Pulses
Karnataka,South,Laterite,661,Rabi,2.33,Oilseeds
Chhattisgarh,Central,Sandy,597,Rabi,0.4,Pulses
Goa,West,Loamy,740,Kharif,1.1,Wheat
Chhattisgarh,Central,Loamy,823,Zaid,2.33,Potato
Bihar,East,Loamy,693,Rabi,0.18,Wheat
Punjab,North,Alluvial,1927,Kharif,3.45,Sugarcane
Telangana,South,Clay,917,Zaid,0.1,Maize
Goa,West,Clay,1424,Kharif,0.73,Rice
Madhya Pradesh,Central,Black (Regur),969,Kharif,0.73,Cotton
Meghalaya,Northeast,Laterite,619,Zaid,0.1,Oilseeds
Manipur,Northeast,Alluvial,949,Rabi,1.68,Vegetables
Sikkim,Northeast,Laterite,541,Rabi,1.55,Oilseeds
Uttarakhand,North,Alluvial,1665,Kharif,2.56,Sugarcane
Karnataka,South,Sandy,316,Rabi,2.45,Pulses
West Bengal,East,Sandy,461,Zaid,2.2,Pulses
Himachal Pradesh,North,Loamy,943,Zaid,2.56,Potato
